Bedroom,Bathroom,Address,Price
2,2.0,"90 Stadium Rd, Toronto, ON M5V 3W5, Canada","$3,300.00"
2,2.0,"1 The Esplanade, Toronto, ON M5E 0A8, Canada","$4,000.00"
1,1.0,", Toronto m5s 2z1 ON, Canada","$2,525.00"
1,1.0,"75 E Liberty St, Toronto, ON M6K 0A2, Canada","$2,100.00"
1,1.0,"20 King St E, Cobourg, ON K9A 1K7, Canada",$850.00
1,1.0,"350 Wellington St W, Toronto, ON M5V 3W9, Canada","$2,300.00"
2,2.0,"39 Upper Duke Crescent, Unionville, ON L6G 0B8, Canada","$2,450.00"
2,1.0,"23 Wyndham St, Toronto, ON M6K 1R8, Canada","$2,750.00"
1,1.0,"250 St. George St, Toronto, ON, M5R 3L8","$1,900.00"
1,1.0,"664 Bathurst St, Toronto, ON M5S 2R3, Canada","$1,700.00"
1,1.0,", Toronto m5r 3j2 ON, Canada","$2,450.00"
1,1.0,"75 St Nicholas St, Toronto, ON M4Y 0A5, Canada","$2,500.00"
2,1.0,"45 Lisgar St, Toronto, ON M6J 0B8, Canada","$2,800.00"
1,1.0,"269 Ontario St, Toronto, ON M5A 2V6, Canada","$1,380.00"
1,1.0,"15 Iceboat Terr, Toronto, ON M5V 4A5, Canada","$2,350.00"
1,1.0,"560 Front St W, Toronto, ON M5V 1C1, Canada",$850.00
2,2.0,"600 Fleet St, Toronto, ON M5V 1B7, Canada","$2,600.00"
1,1.0,", Toronto m5v1y9 ON, Canada","$2,300.00"
1,1.5,"50 Cordova Avenue, Etobicoke, ON, M9A 4X6","$1,550.00"
1,1.0,", toronto M4E1S5 ON, Canada","$1,600.00"
2,2.0,", Yonge and Maitland M4y3b5  ON, Canada","$2,600.00"
2,1.0,"99 McGill St, Toronto, ON M5B 1H5, Canada","$2,800.00"
1,1.0,"600 University Ave, Toronto, ON M5G 1X5, Canada","$1,750.00"
3,1.0,", m5t2m5, Toronto, ON, Canada","$3,600.00"
3,2.0,"14 York St, Toronto, ON M5J 0B1, Canada","$3,800.00"
2,2.0,"1103 Leslie St, North York, ON M3C 2J7, Canada","$2,400.00"
1,1.0,"Toronto, ON, Canada, M5J2Y5","$2,200.00"
2,2.0,"8 York St, Toronto, ON M5J 2Y2, Canada","$3,200.00"
2,1.0,"51 Nassau Street, L1J 4A3, Oshawa, ON","$1,300.00"
1,1.0,"85 Queens Wharf Rd, Toronto, ON M5V 0J9, Canada","$2,600.00"
3,3.0,", M4R1V2, Toronto, ON","$1,300.00"
2,2.0,"100 Harbour St, Toronto, ON M5J 1B7, Canada","$2,950.00"
2,1.0,"150 Sudbury St, Toronto, ON M6J 3S8, Canada","$2,400.00"
1,1.0,"18 Yorkville Ave, Toronto, ON M4W 2J1, Canada","$2,000.00"
1,1.0,"72 Carden St, Guelph, ON N1H 3A3, Canada",$975.00
2,1.0,"378 Kerr St, Oakville, ON L6K 3B8, Canada","$1,700.00"
2,2.0,", DOWNTOWN M5V2G4 ON, Canada","$2,500.00"
2,2.0,", NORTH YORK M2N0C2 ON, Canada","$2,350.00"
1,1.0,"55 Isabella St, Toronto, ON M4Y 1M8, Canada","$1,750.00"
2,1.0,"55 Isabella St, Toronto, ON M4Y 1M8, Canada","$2,850.00"
2,2.0,", L6K 3T1, Oakville, ON, Canada","$2,800.00"
1,1.0,"180 Enterprise Blvd, Markham, ON, L6G 1B3","$1,850.00"
2,2.0,"180 Enterprise Blvd, Markham, ON, L6G 0G4","$2,150.00"
1,1.0,", Toronto M5V 1J9 ON, Canada","$2,450.00"
1,1.0,"10 York St, Toronto, ON M5J 2L9, Canada","$2,150.00"
1,1.0,"Six50 King - Bathurst Tower, 95 Bathurst St, Toronto, ON M5V 2P9, Canada","$2,200.00"
1,1.0,"42 Charles St E, Toronto, ON M4Y 1T1, Canada","$2,400.00"
2,2.0,", Toronto M1T 1a8 ON, Canada","$2,500.00"
1,1.0,"426 University ave, M5G1S9, TORONTO, ON","$1,900.00"
1,1.0,"Richmond St E, Toronto, ON M5C 3H6, Canada","$1,975.00"
1,1.0,"Sussex Ave, Richmond Hill, ON L4C 2E8, Canada",$900.00
2,2.0,", Toronto m5v3m8 ON, Canada","$2,800.00"
1,1.0,"29 Queens Quay E, Toronto, ON M5E 0A4, Canada","$2,100.00"
2,2.0,"20 Atlantic Ave, Toronto, ON M6K 1X8, Canada","$2,000.00"
2,2.0,"460 Adelaide St East, M5A1N6, Toronto, ON","$2,775.00"
1,1.0,"68 Abell St, Toronto, ON M6J 0B1, Canada","$2,000.00"
2,1.0,", Toronto M5B 2K3 ON, Canada","$1,200.00"
1,1.0,"1190 Dundas Street East, Toronto M4M0C5 ON","$2,100.00"
1,1.0,"165 Legion Rd N, Etobicoke, ON M8Y 0B3, Canada","$2,100.00"
2,1.0,"L1H, Canada","$1,350.00"
2,1.0,"65 St Mary St, Toronto, ON M5S 0A6, Canada","$3,099.00"
2,2.0,"19 Swayne St, Cobourg, ON K9A 1K6, Canada","$1,200.00"
1,1.0,"85 Queen's Wharf Rd, Toronto, ON M5V 0J9, Canada","$2,600.00"
2,2.0,"50 Absolute Ave, Mississauga, ON L4Z 0A8, Canada","$2,299.00"
1,1.0,"170 Fort York Blvd, Toronto, ON M5V 0E6, Canada","$2,150.00"
1,1.0,"167 Church Street, Toronto, ON, M5B 1Y6","$1,930.00"
3,1.0,"295 Dufferin St., Toronto, ON, M6K 1Z6","$2,707.00"
1,1.0,"112 George Street, M5A 2M5, Toronto, ON","$2,500.00"
1,1.0,"81 Navy Wharf Ct, Toronto, ON M5V 3S2, Canada","$2,300.00"
2,2.0,"11 Peel Ave, Toronto, ON M6J 1M3, Canada","$2,000.00"
1,1.0,"17 Mill St E, Acton, ON L7J 1G8, Canada","$1,150.00"
2,1.0,"65 E Liberty St, Toronto, ON M6K, Canada","$2,699.00"
1,1.0,"20 Bruyeres Mews, Toronto, ON M5V 0G8, Canada","$2,400.00"
1,1.0,"60 S Town Centre Blvd, Markham, ON L6G 0C5, Canada","$1,800.00"
1,1.0,"8 The Esplanade 3003 Suite 3003, Toronto, ON M5E 0A6, Canada","$2,450.00"
1,1.0,"50 Cordova Avenue, Etobicoke, ON, M9A 4X6","$1,400.00"
2,2.0,"170 Bayview Avenue, Toronto M5A 0M4 ON","$4,000.00"
1,1.0,"88 Harbour St., M5J 0C3, Toronto, ON","$2,300.00"
1,1.0,", Toronro M4V 1N5 ON, Canada",$150.00
1,1.0,"Downtown, Toronto M5V1K1 ON, Canada","$1,900.00"
2,2.0,"Downtown, Toronto M5V1K1 ON, Canada","$2,500.00"
1,1.0,"101 Peter St, Toronto, ON M5V 0G6, Canada","$1,600.00"
2,2.0,"460 Adelaide St E, Toronto, ON M5A 1N4, Canada","$3,500.00"
1,1.0,"Toronto, ON M5G1R7, Canada","$1,700.00"
1,1.0,"215 Sherway Gardens Rd, Etobicoke M9C 0A4 ON","$2,100.00"
2,1.0,"Taunton Rd W, Oshawa, ON L1G 3T3, Canada","$1,500.00"
1,1.0,", Whitby L1m2g9 ON, Canada","$1,350.00"
1,1.0,"88 Bloor Street East, Toronto, ON, M4W 3G9","$1,699.00"
1,1.0,"144 Simcoe St, Toronto, ON M5H 3G4, Canada","$2,200.00"
1,1.0,", M5B 2E8, Toronto, ON","$1,700.00"
1,1.0,"40 Homewood Ave, m4y 2k2, Toronto, ON","$2,100.00"
1,1.0,"955 Bay St, Toronto, ON M5S 2A2, Canada","$2,000.00"
1,1.0,"99 Stadium Rd, Toronto, ON M5V 2Z7, Canada","$2,100.00"
2,2.0,"68 Shuter St, Toronto, ON M5B 1Y4, Canada","$2,990.00"
1,1.0,"8 Mercer St, Toronto, ON M5V 0C4, Canada","$1,900.00"
2,2.0,"68 Abell St, Toronto, ON M6J 0B1, Canada","$2,000.00"
3,1.0,"89 Concession St, Newmarket, ON L3Y 3W4, Canada","$1,900.00"
2,2.0,"100 Bond St E, Oshawa, ON L1G 0A2, Canada","$2,395.00"
2,2.0,"1 Atlantic Ave, Toronto, ON M6K 3E7, Canada","$2,000.00"
1,1.0,"21 Nelson St, Toronto, ON M5V 3H9, Canada","$2,250.00"
1,1.0,"2900 Highway 7 Ave W, Vaughan, ON, L4K 0G3","$1,850.00"
1,1.0,"25 Bedford Rd., Toronto, ON, M5R 1A9","$1,760.00"
2,2.0,"168 Simcoe St, Toronto, ON M5H 4C9, Canada","$3,600.00"
2,2.0,"323 Richmond St E, Toronto, ON M5A 4S8, Canada","$2,950.00"
2,1.0,"Main St E, Milton, ON, Canada","$2,000.00"
1,2.0,"10 Capreol Court  Unit # 321, M5V 4B3, Toronto, ON","$2,500.00"
1,1.0,"8 Wellesley St E, Toronto, ON M4Y 3B2, Canada",$99.00
2,1.0,"902 Ossington Ave, Toronto, ON M6G 3V1, Canada","$2,400.00"
1,1.0,"12 Yonge St, Toronto, ON M5E 1Z9, Canada","$2,250.00"
1,1.0,"126 Simcoe St, Toronto, ON M5V 0H5, Canada","$2,350.00"
2,2.0,"17 Kenaston Gardens, North York, ON M2K 0B9, Canada","$2,650.00"
2,2.0,"44 Gerrard St W, Toronto, ON M5G 2K2, Canada","$2,950.00"
1,1.0,"33 Davisville Avenue, Toronto, ON, M4S 2Y9","$2,800.00"
1,1.0,"88 Isabella Street, Toronto, ON, M4Y 1N4","$1,850.00"
1,1.0,"505 Locust Street, Burlington, ON, L7S 1X6","$1,750.00"
1,1.0,"270 Queens Quay W, Toronto, ON M5V 3A7, Canada","$2,600.00"
2,2.0,"16 Brookers Ln, Etobicoke, ON M8V 0A5, Canada","$3,000.00"
1,1.0,"M1N, Canada","$1,200.00"
2,2.0,"20 Bruyeres Mews, Toronto, ON M5V 0G8, Canada","$3,500.00"
2,2.0,"70 Temperance St, M5H4E8, Toronto, ON","$3,000.00"
1,1.0,"Burnhamthorpe Rd W, Mississauga, ON L5B 3R2, Canada","$2,000.00"
1,1.0,"2050 Prospect St, Burlington, ON L7R 1Y9, Canada","$1,275.00"
2,1.0,"700 Ross st, L7S 1S2, Burlington, ON","$1,600.00"
1,1.0,"29 Camden St #602, Toronto, ON M5V 3N3, Canada","$2,900.00"
1,1.0,", Toronto M5V0P3 ON, Canada","$2,000.00"
1,2.0,"Euclid Ave, Toronto, ON, Canada",$65.00
1,1.0,"146 Scarborough Rd, Toronto, ON M4E 3M6, Canada","$1,300.00"
1,2.0,"4800 Hwy 7, Woodbridge, ON L4L 1H7, Canada","$1,900.00"
1,1.0,"3 Magani Ave, Bradford, ON L3Z 2S9, Canada","$1,000.00"
1,1.0,"250 Fort York Blvd, Toronto, ON M5V 3K9, Canada","$1,900.00"
1,1.0,"120 Church St, Toronto, ON M5C 2G8, Canada","$2,300.00"
1,1.0,"17 Dundonald St, Toronto, ON M4Y 1K3, Canada","$2,100.00"
2,1.0,"332 George St, Cobourg, ON K9A 3M1, Canada","$1,450.00"
1,1.0,"365 Victoria St, Toronto, ON M5B 1W1, Canada","$1,800.00"
1,1.0,"120 Jameson Ave, Toronto, ON M6K 2Y1, Canada","$1,595.00"
3,3.0,"1353 Davenport Rd, Toronto, ON M6H 2H5, Canada","$2,500.00"
2,2.0,"386 Yonge St, Toronto, ON M5G 2K2, Canada","$2,100.00"
1,1.0,"500 Sherbourne St, Toronto, ON M4X 1L1, Canada","$2,600.00"
2,2.0,"770 Bay St, Toronto, ON M5G 0A6, Canada","$2,950.00"
2,2.0,"25 Cole St, Toronto, ON M5A 4M7, Canada","$2,800.00"
1,1.0,"101 charles St E, TORONTO M4Y0A9 ON","$1,850.00"
2,2.0,"37 King St E, Toronto, ON M5C, Canada","$3,400.00"
2,2.0,"101 Charles St, Toronto, ON, M4Y 1V2","$3,100.00"
2,1.0,"1275 Elgin Street, Burlington, ON, L7S 1E2","$1,600.00"
1,1.0,"4011 Brickstone Mews, Mississauga, ON L5B 0J7, Canada","$2,050.00"
2,2.0,"1460 Ghent Ave, Burlington, ON L7S 1W8, Canada","$1,532.00"
1,1.0,"2210 Lakeshore Rd, Burlington, ON L7R 4J9, Canada","$2,195.00"
1,1.0,"21 Iceboat Terr, Toronto, ON M5V 4A9, Canada","$2,150.00"
1,1.0,"180 university Ave, M5H 0A3, TORONTO, ON","$4,000.00"
2,3.0,"180 University Ave, Toronto, ON M5H 0A2, Canada","$6,500.00"
1,1.0,", Toronto M4C 5N3 ON, Canada",$800.00
1,1.0,"290 Adelaide St W, Toronto, ON M5V 1P6, Canada","$3,300.00"
1,1.0,"8130 Birchmount Rd, Markham, ON L6G 0E4, Canada","$1,800.00"
2,1.0,"560 Bloor St E, Oshawa, ON L1H 3N2, Canada","$1,000.00"
1,1.0,"18 Yonge St, Toronto, ON M5E 1Z8, Canada","$2,200.00"
3,1.0,"2386  New Street, Burlington, ON, L7R 1J7","$2,349.00"
1,1.0,"55 Bremner Blvd, Toronto, ON M5J 0A6, Canada","$2,300.00"
2,2.0,"Water Walk Dr, Markham, ON L3R, Canada","$2,500.00"
1,1.0,", Toronto M5J 2L7 ON, Canada","$1,500.00"
1,1.0,"14 York St, M5J2Z2, Toronto, ON","$2,050.00"
2,2.0,"625 King St W, Toronto, ON M5V 1M5, Canada","$2,800.00"
3,2.5,"373 D'Arcy St, Cobourg, ON K9A 4A6, Canada","$1,800.00"
1,1.0,"285 King St W, Cobourg, ON K9A 2N4, Canada","$1,050.00"
2,2.0,"121 Allan St, Oakville, ON L6J 3N3, Canada","$2,200.00"
1,1.0,"26 Victoria Square, Colborne, ON K0K 1S0, Canada","$1,000.00"
1,1.0,"15 Dundonald St, Toronto, ON M4Y 1K4, Canada","$1,860.00"
3,2.0,"l6x1k5, Canada","$1,900.00"
2,3.0,"210 Victoria St #400, Toronto, ON M5B 2R3, Canada","$2,800.00"
1,1.0,"154 Bathurst, Toronto M5V 2R3 ON","$1,800.00"
3,1.0,"89 McGill Street, Toronto, ON, M5B 0B1","$3,200.00"
2,1.0,"70 Queens Wharf Rd, Toronto, ON M5V 0J2, Canada","$2,800.00"
1,1.0,", Toronto M5V3P5 ON, Canada","$3,000.00"
1,1.0,"2170 Lakeshore Road, Burlington, ON, L7R 1A5","$1,425.00"
2,1.0,", Toronto M5H 2N2 ON, Canada","$2,200.00"
1,1.0,", Toronto M6h 2z5 ON, Canada","$1,650.00"
1,1.0,", M5N1z1, Toronto, ON",$900.00
1,1.0,"60 Annie Craig, M8V1A1, Toronto, ON","$2,200.00"
1,1.0,"1030 King Street west, toronto M6K 0B4 ON","$2,350.00"
1,1.0,"629 King St W, Toronto, ON M5V 0G9, Canada","$1,900.00"
1,1.0,"10 Capreol Ct, Toronto, ON M5V 4B3, Canada","$2,200.00"
1,1.0,"10157 yonge st, Richmond hill L4C1T5 ON","$1,300.00"
2,2.0,"8 Telegram Mews, Toronto, ON M5V 3Z5, Canada","$3,130.00"
1,1.0,", Toronto L6a4y1 ON, Canada","$2,000.00"
2,2.0,"5 Hanna Ave, Toronto, ON M6K 0B3, Canada","$2,500.00"
1,1.0,", Toronto  M5A4S3 ON, Canada","$1,500.00"
1,1.0,"125 Railroad St, Brampton, ON, L6X 1H1","$1,025.00"
1,1.0,"10 Navy Wharf Ct, Toronto, ON M5V 3V2, Canada","$2,550.00"
1,1.0,"12 York Street, M5J 2Z2, Toronto, ON","$3,300.00"
1,1.0,"565 Sherbourne St, Toronto, ON M4X 1W7, Canada","$1,450.00"
1,1.0,"17 Dundonald St., M4Y 1K3, Toronto, ON","$2,680.00"
1,1.0,"Adelaide St E, Toronto, ON, Canada, M5A 1N4","$2,300.00"
2,1.0,"14 York St, Toronto, ON M5J 0B1, Canada","$2,600.00"
1,1.0,", Toronto M8V 1M4 ON, Canada","$1,000.00"
2,1.0,"M5V1E7, Canada","$1,700.00"
2,2.0,"215 Fort York Blvd, Toronto, ON M5V 4A2, Canada","$2,800.00"
1,1.0,"33 Shore Breeze Drive, Etobicoke, ON M8V 1A1, Canada","$2,100.00"
1,1.0,", Toronto M5v3z5 ON, Canada","$1,600.00"
3,3.0,"10 Glen Rd, Toronto, ON, M4X 1M5","$4,500.00"
1,1.0,", Toronto Downtown M5T 1M9 ON, Canada","$1,200.00"
2,1.0,"l6x1k5, Canada","$1,450.00"
1,1.0,"20 Blue Jays Way, M5V 3W6, TORONTO, ON","$2,400.00"
1,1.0,", Markham L3P1N3 ON, Canada","$1,750.00"
1,2.0,"120 Bayview Ave, Toronto, ON M5A 0G4, Canada","$2,350.00"
3,1.5,"1275 Elgin Street, Burlington, ON, L7S 1E2","$1,850.00"
1,1.0,"40 Homewood Ave, Toronto, ON M4Y 2K2, Canada","$1,700.00"
1,1.0,"20 Blue Jays Way, M5V3W6, Toronto, ON","$2,400.00"
1,1.5,"36 Blue Jays Way, Toronto, ON M5V 3T3, Canada","$2,650.00"
1,1.0,"Toronto, ON M5R3H3, Canada","$1,100.00"
1,1.0,"328 Bayview Ave, Toronto, ON M5A 3R4, Canada","$1,600.00"
2,2.0,"5 St. Joseph, M4Y0B6, Toronto, ON","$3,200.00"
3,1.0,"36 Richmond St E, Oshawa, ON L1G 1E5, Canada","$1,650.00"
2,1.0,", TORONTO  M4T 1P3 ON, Canada","$36,900.00"
1,1.0,", Toronto M5V 2P1 ON, Canada","$2,100.00"
2,1.0,", Toronto m5a0j3 ON, Canada","$2,000.00"
1,1.0,"25 Capreol Ct, Toronto, ON M5V 3Z7, Canada","$1,950.00"
3,2.0,", toronto M5V 3z4 ON, Canada","$6,000.00"
1,1.0,"36 Lisgar St, Toronto, ON M6J 0A9, Canada",$850.00
1,1.0,"65 May St, Toronto, ON M4W 2X9, Canada","$2,350.00"
2,1.0,"123 Bloor St W, Oshawa, ON L1J 1P5, Canada","$1,295.00"
1,1.0,"Toronto, ON M6H 3E8, Canada",$935.00
1,1.0,"150 East Liberty, M6K3R5, Toronto, ON","$2,200.00"
3,2.0,", M1L0B3, Toronto, ON","$1,700.00"
1,1.0,", Toronto M5A3X2 ON, Canada","$1,650.00"
2,2.0,"Bay St, Toronto, ON, Canada","$1,500.00"
1,1.0,", Toronto M5B2M2 ON, Canada","$2,000.00"
1,1.0,"62 Suncrest Blvd, Thornhill, ON L3T 7Y1, Canada","$1,700.00"
2,1.5,"633 Bay St, Toronto, ON M5G 2G4, Canada","$3,000.00"
2,2.0,"399 Adelaide St W, Toronto, ON M5V 1S1, Canada","$3,950.00"
2,1.0,"1280 Rue Saint-Marc, Montréal, QC H3H 2G1, Canada","$1,475.00"
1,1.0,", Toronto  M5R 1B7 ON, Canada","$3,620.00"
1,1.0,", Toronto M6H 3J6 ON, Canada","$1,600.00"
1,1.0,"Tom Riley Park, 3216 Bloor St W, Etobicoke, ON M8X 1Z4, Canada","$1,950.00"
2,2.0,"120 Bayview Ave, Toronto, ON M5A 0G4, Canada","$2,800.00"
1,1.0,", Toronto M5E 0B7 ON, Canada","$1,900.00"
1,1.0,"Victoria St, Toronto, ON M5B 2R3, Canada","$1,980.00"
1,1.0,", Toronto M5B 2K3 ON, Canada",$800.00
1,1.0,"1089 Dovercourt Rd, Toronto, ON M6H 2X7, Canada","$1,509.00"
2,2.5,"311 Bay St, Toronto, ON M5H 4G5, Canada","$9,750.00"
1,1.0,"21 widmer, M5V2E8, toronto, ON","$2,500.00"
1,1.0,"290 Adelaide street west, toronto M5V1P6 ON","$2,200.00"
1,1.0,"38 Western Battery Rd, Toronto, ON M6K 3P1, Canada","$1,700.00"
2,1.0,", L7S 1H7, Burlington, ON","$2,500.00"
1,2.0,"225 Sackville St, Toronto, ON M5A 0B9, Canada","$2,475.00"
1,1.0,"25 Lower Simcoe St, Toronto, ON M5J 3A1, Canada","$2,400.00"
1,1.0,"70 Princeton Ave, M4B2R6, EAST YORK, ON","$1,200.00"
1,1.0,", Toronto M5H 4C7 ON, Canada","$1,600.00"
3,2.0,"L4K 0G3, Canada","$2,000.00"
2,2.0,"85 Queens Wharf road, M5V0J9, Toronto, ON","$3,200.00"
2,1.0,"120 Homewood Ave, Toronto, ON M4Y 1J4, Canada","$2,699.00"
2,1.0,"205 Sherway Gardens Rd, Etobicoke, ON M9C 0A5, Canada","$2,300.00"
1,1.0,"Toronto, M5R 2L6, Toronto, ON, Canada","$1,800.00"
1,1.0,"210 Victoria St, Toronto, ON M5B 2R3, Canada","$2,250.00"
2,2.0,"1080 Bay St, Toronto, ON M5S 0A5, Canada","$3,500.00"
2,1.0,"88 Harbour St, Toronto, ON M5J 0C3, Canada","$2,600.00"
1,1.0,", North York M2N6Z9 ON, Canada","$1,700.00"
2,2.0,", TORONTO M4Y 3B2 ON, Canada","$3,300.00"
1,1.0,"150 Elizabeth St, Toronto, ON M5G 0A9, Canada","$1,550.00"
1,1.0,"M5T3J9, Canada","$2,400.00"
2,2.0,"21 Upper Duke Crescent, Unionville, ON L6G 0B6, Canada","$2,300.00"
1,1.0,"25 Telegram Mews, Toronto, ON M5V 3Z1, Canada","$2,200.00"
1,1.0,", North York M2M 4M2 ON, Canada","$1,600.00"
3,1.0,"Harris, whitby L1H 2l7 ON, Canada","$1,550.00"
1,1.0,", Markham, ON, Canada","$2,000.00"
1,1.0,"Markham, ON L3R9W1","$1,900.00"
1,1.0,"1235 Bayly Street, Pickering l1w 1l7 ON","$1,700.00"
1,1.0,"5 Mariner Terrace, Toronto, ON M5V 3V6, Canada","$2,200.00"
1,1.5,"3600 Av du Parc, Montréal, QC H2X 2J1, Canada","$1,953.00"
2,2.0,"8 Mercer St, Toronto, ON M5V 0C4, Canada","$3,050.00"
2,1.5,", M5V 1R4, Toronto, ON","$1,200.00"
1,1.0,", toronto m4b2z5 ON, Canada",$700.00
1,1.0,"10 York St, Toronto, ON M5J 0E1, Canada","$2,450.00"
1,1.0,", Toronto  M5a3x2  ON, Canada","$1,500.00"
1,1.0,", Toronto M6N 3G8 ON, Canada","$1,000.00"
1,1.0,"297 College Street, M5T 1S2, Toronto, ON","$2,050.00"
1,1.0,"33 Harbour Square, Toronto, ON M5J 2G4, Canada","$2,400.00"
1,1.0,"4k Spadina - NEO building, M5V3Y9, 4k Spadina Ave, ON","$1,900.00"
2,2.0,", Toronto M5E 1W5 ON","$1,500.00"
1,1.0,", Downtoen Toronto M5V0c8 ON, Canada","$1,900.00"
1,2.0,"253 College St #253, Toronto, ON M5T 1R5, Canada","$1,850.00"
1,1.0,"M5S, Canada","$1,000.00"
1,1.0,"John St &amp; King St W, Toronto, ON M5V 0C4, Canada","$3,600.00"
1,1.0,"30 Nelson St, Toronto, ON M5V 0H5, Canada","$2,200.00"
1,1.0,"21 Grand Magazine St, Toronto, ON M5V 1B5, Canada","$1,800.00"
2,2.0,"18 Yonge St, M5E1Z8, TORONTO, ON","$3,000.00"
2,2.0,"10 York St, Toronto, ON M5J 2L9, Canada","$3,150.00"
1,1.0,", toronto M5V 1J1 ON, Canada","$1,350.00"
2,2.0,"39 Queens Quay E, Toronto, ON M5E 0A5, Canada","$3,250.00"
2,2.0,"1270 Maple Crossing Blvd, Burlington, ON L7S 2J3, Canada","$2,000.00"
1,2.0,"8081 Birchmount Rd, Markham, ON L6G 1B3, Canada","$1,800.00"
1,1.0,"5 Rose Ave, Toronto, ON M4X 1N6, Canada","$2,100.00"
1,1.0,"310 Dundas St, London, ON N6B 3R6, Canada","$1,235.00"
1,1.0,", Toronto M5T 2N7 ON, Canada","$1,050.00"
1,1.0,", Toronto M6k1z4 ON, Canada","$1,300.00"
1,1.0,", Toronto M4j1l7 ON, Canada","$1,275.00"
1,1.0,", Toronto M5c2h4 ON, Canada","$1,000.00"
1,1.0,"127 Queen St E, Toronto, ON M5C 1S1, Canada","$2,100.00"
1,1.0,"M4Y0C4, Canada","$1,830.00"
1,1.0,"7 Dempster St, Scarborough, ON M1T 2T3, Canada","$1,200.00"
1,1.0,"University Ave, Toronto, ON M5G 1S9, Canada","$2,100.00"
2,1.5,"8 The Esplanade, Toronto, ON M5E 0A6, Canada","$2,600.00"
1,1.0,"Brant St, Toronto, ON M5V, Canada","$2,175.00"
2,2.0,", toronto m9w 1z8 ON, Canada","$1,800.00"
2,2.0,"30 Nelson St, Toronto, ON M5V 0H5, Canada","$4,500.00"
1,1.0,"353 Queen St W, Toronto, ON M5V 2A4, Canada","$2,000.00"
1,1.0,", Toronto M5V0J3 ON, Canada","$2,175.00"
1,1.0,"4 K Spadina Ave, Toronto, ON M5V 3Z9, Canada","$1,900.00"
1,1.5,"38 Dan Leckie Way, Toronto, ON M5V 2V6, Canada","$2,400.00"
1,1.0,"25 Stafford St, Toronto, ON M5V 0G3, Canada","$2,100.00"
1,1.0,", Toronto m5v3a6 ON, Canada","$2,100.00"
1,1.0,"40 Alexander St, Toronto, ON M4Y 1B5, Canada","$1,725.00"
2,2.0,"920 5 Ave SW, Calgary, AB T2P 5P6, Canada","$2,500.00"
1,1.0,"44 Huntley St, Toronto, ON M4Y 2L1, Canada","$1,200.00"
3,3.0,"397 Front St W, Toronto, ON M5V 3S1, Canada","$4,900.00"
1,1.0,"608 Richmond St W, Toronto, ON M5V 1Y9, Canada","$2,150.00"
2,1.0,", Toronto M4C2M4 ON, Canada","$2,000.00"
1,1.0,", Toronto M5B1Y6 ON, Canada","$1,700.00"
2,1.0,"Bathurst St, Toronto, ON M5S 2P9, Canada",$600.00
2,1.0,"M5V, Canada","$3,200.00"
1,1.0,"Dundas St W #401, Toronto, ON M6R 1X7, Canada","$1,400.00"
1,1.0,"Bloor and Parliament Street, M4X1R3, Toronto, ON, Canada","$2,800.00"
2,1.0,"M9B 1B3, Canada","$2,400.00"
2,1.0,", Toronto M5T 0A9 ON, Canada","$3,700.00"
1,1.0,"3 Navy Wharf Ct, Toronto, ON M5V 3V1, Canada","$2,500.00"
1,1.0,"38 Elm St, Toronto, ON M5G 2K5, Canada","$2,300.00"
2,2.0,"54 Alanson St, Hamilton, ON L8N 1W5, Canada","$1,950.00"
1,1.0,"Downtown, Toronto, ON, Canada, M5X1K6",$900.00
1,1.0,"365 Church Street, M5B 1Z9, Toronto, ON","$1,800.00"
3,2.0,"225 Mutual St, Toronto, ON M5B 2B4, Canada","$3,999.00"
3,1.0,"30 Leitch Ave, North York, ON M3J 3P2, Canada","$2,500.00"
1,1.0,"155 Wellington St W, Toronto, ON M5V 3K7, Canada","$2,000.00"
1,1.0,"39 Brant St, Toronto, ON M5V 1S7, Canada","$2,500.00"
2,2.0,"21 Carlton St, Toronto, ON M5B 1L3, Canada","$2,800.00"
1,1.0,"L6Z3M4, Canada",$900.00
1,1.0,"426 University Ave, Toronto, ON M5G 1S9, Canada","$2,100.00"
1,1.0,", Downtown Toronto M5C 2V9 ON, Canada","$1,400.00"
1,1.0,"Dan Leckie Way, Toronto, ON M5V, Canada","$2,000.00"
1,1.0,"168 Simcoe St, Toronto, ON M5H 4C9, Canada","$3,200.00"
1,1.0,"200 Bay St, Toronto, ON M5J 2T6, Canada","$1,000.00"
2,2.0,"435 Richmond St W, Toronto, ON M5V 1X9, Canada","$2,850.00"
1,1.0,", Toronto M4B 1B3 ON","$1,000.00"
1,1.0,"375 King St W, Toronto, ON M5V 1K1, Canada","$2,400.00"
2,2.0,"88 Park Lawn Rd, Etobicoke, ON M8Y 0B6, Canada","$2,350.00"
2,1.0,"355 South Park Rd, Thornhill, ON L3T 7W2, Canada","$2,300.00"
1,1.0,"L6A0C6, Canada","$2,400.00"
1,1.5,"99 McGill St, Toronto, ON M5B 1H5, Canada","$2,300.00"
1,1.0,"7 King St E, Toronto, ON M5C 3C5, Canada","$2,500.00"
2,1.0,"M5R3A3, Canada","$1,500.00"
1,1.0,"5365 Dundas St W, Etobicoke, ON M9B 1B1, Canada","$1,800.00"
2,2.0,", toronto m1m4j3 ON, Canada","$1,750.00"
1,1.0,"King St E, Toronto, ON M5A 1L4, Canada","$1,000.00"
